,dir_name,prod_name,studio_name,title,year,prc,cat,awattr,awtype,location
1464,Nunn,Peter Snell,Paramount,Twelfth Night,1996,Tcol,BioP,0,H,NYC city palace
1465,W.Hill,Neil Canton,Universal,Geronimo: An American Legend,1993,col,BioP,0,H,S.F. city work csd
1466,Wiard,Fred Weintraub,Warners,Tom Horn,1975,Tcol,BioP,0,H,S.F. city work csd
1467,deBosio,Fred Weintraub,Warners,Moses,1975,Tcol,BioP,0,H,S.F. city work csd
1468,Rudolph,Robert Altaman,Sony,Afterglow,1997,col,Ront,0,H,Montreal city
1469,Kopple,Robert Altaman,Sony,American Dream,1992,col,Docu,0,H,Montreal city work work
1470,Gordy,Jack Ballard,Paramount,Mahogany,1976,col,Comd,0,H,Montreal city work work
1471,B.Barreto,L.C. Barreto,Carnaval,One Tough Cop,1998,Ecol,CnRb,0,H,Montreal city work work town
1472,Beresford,L.F.Zanuck,Paramount,Double Jeopardy,1999,col,Susp,*,AA,Atlanta city csd
1473,B.Reynolds,L.F.Zanuck,Paramount,Cop and a Half,1992,TV,CnRb,*,AA,Atlanta city csd
1474,Goretta,L.F.Zanuck,Paramount,La Dentelliere,1981,TV,Comd,*,AA,Atlanta city csd work
1475,C.Griffith,Jon Davison,NWP,Eat My Dust!,1976,TV,Actn,***,CG,Atlanta city csd work town
1476,Bail,DFasvid Barber,Columbia,Gumball Rally,1976,Tcol,Actn,0,H,Atlanta city csd work town roads
1477,Lane,DFasvid Barber,Columbia,Sidewalk Stories,1989,bnw,Dram,Cannes Prix de Public,Palm,Atlanta city csd work town roads
1478,C.Miller,DFasvid Barber,Columbia,The Accompanist,1993,bnw,Dram,Cannes Prix de Public,Palm,Paris city
1479,Duval,DFasvid Barber,Columbia,L'Ombre des Chateaux,1976,bnw,Dram,Cannes Prix de Public,Palm,Paris city
1480,DiLeo,DFasvid Barber,Columbia,Rulers of the City,1980,bnw,Dram,Cannes Prix de Public,Palm,Paris city
1481,G.Butler,DFasvid Barber,Columbia,In the Blood,1989,bnw,Docu,Cannes Prix de Public,Palm,Paris city sports csd
1482,OHara,Brent Walker,Columbia,The Bitch,1979,col,Advt,0,H,London city
1483,Gardner,Brent Walker,Columbia,Thieves,1976,col,Advt,0,H,NYC city
1484,J.Flynn,Brent Walker,AIP,Brainscan,1994,col,Actn,0,H,NYC city town
1485,J.Leone,Allan F. Bodon,Marvista,The Great Smokey Roadblock,1976,col,Advt,0,H,NYC city town csd
1486,Fargo,Robert Daley,Warners,Forced Vengance,1982,DeLuxe,Actn,**,CG,Hong Kong city
1487,Houck,Robert Daley,Warners,Creature from Black Lake,1976,DeLuxe,Actn,**,CG,Hong Kong city
1488,Dante,Michael Finnell,Universal,Small Soldiers,1998,col,Advt,**,CG,Key West resort
1489,Frawley,Pat Henson,Paramount,"Spies, Lies, and Naked Thighs",1986,col,Comd,0,H,United Nations work
1490,Carlino,Quimby,MGM,Hick Chick,1993,col,Dram,0,H,United Nations work airplane town
1491,Shah,Quimby,MGM,The River Niger,1976,col,Dram,**,CG,United Nations work airplane town
1492,Akkad,Quimby,MGM,"Mohammad, Messenger of God",1976,col,BioP,**,CG,Arabia
1493,LindsayHogg,Robert Enders,Consolidated,The Object of Beauty,1991,col,Romt,*,H,Geneva city hotel
1494,M.Landon,M.Landon,Consolidated,The Loneliest Runner,1976,TV,Romt,*,H,Geneva city hotel
1495,Lucidi,M.Landon,Consolidated,Street People,1976,col,Actn,**,CG,S.F. city
1496,M.Miller,Marty Simmons,ABC,National Lampoon's Class Reunion,1982,Mcol,Comd,0,H,Lizzie Borden school
1497,Schultz,Hannah Weinstein,Third World,Livin' Large!,1991,Mlab,Comd,0,H,Lizzie Borden school csd
1498,Baer,Hannah Weinstein,Third World,Ode to Billy Joe,1976,Mlab,Dram,**,CG,Lizzie Borden school csd
1499,Gessner,Hannah Weinstein,Third World,It Rained All Night the Day I Left,1983,Mlab,Dram,**,CG,Lizzie Borden school csd
1500,Sykes,Hannah Weinstein,Third World,To the Devil...A Daughter,1976,Mlab,Dram,**,CG,Lizzie Borden school csd
1501,R.Moore,Margaret Booth,Columbia,Chapter Two,1979,Mcol,Dram,*,H,Lizzie Borden school csd estate
1502,Heffron,Robert Solo,American Cinema,"I, The Jury",1982,col,Actn,0,H,Lizzie Borden school csd estate work
1503,R.Howard,Howard,,A Beautiful Mind,2001,col,BioP,**,AANdir,S.F. city
1504,Montero,Mishkin,,Penetration,1976,col,porn,**,AANdir,S.F. city
1505,OSteen,Mishkin,,Sparkle,1976,col,BioP,not,H,S.F. city
1506,Raffill,Douglas Curtis,New World,The Philadelphia Experiment,1984,CFcol,ScFi,*,H,S.F. city ship
1507,Kotcheff,Buzz Feitshans,Paramount,Uncommon Valor,1983,Mlab,Actn,0,H,Hope town
1508,Girdler,Melvin Simon,Film Ventures Int.,The Manitou,1978,CFcol,Horr,0,H,Hope town
1509,Wenders,Anatole Dauman,Miramax,Buena Vista Social Club,19yy,col,Musc,**,AAN,Havana city
1510,Unknown34,Anatole Dauman,Miramax,The Manhattan Project,1986,col,Docu,**,AAN,Los Alomos town sea
1511,Grasshoff,Jules Bass,Miramax,The Last Dinosaur,1977,TV,ScFi,**,AAN,North Pole sea
1512,A.Lazarus,Milton Okun,Film Trust,Golden Rendezvous,1977,col,Actn,0,H,North Pole sea ship
1513,Sole,Milton Okun,Film Trust,"Alice, Sweet Alice",1977,col,Actn,0,H,North Pole sea ship
1514,Burnett,Danny Glover,Film Trust,Nightjohn,1997,col,Comd,0,H,L.A. city estate
1515,Saura,Emiliano Piedra,Television Espanola,Tango,1998,col,Dram,**,H,Madrid city
1516,Matalon,Nicole Mathieu Boisvert,21st Century,Cauchemares,1977,Ecol,Horr,**,H,Madrid city
1517,F.Simon,Nicole Mathieu Boisvert,Avco,The Chicken Chronicles,1977,CFcol,Dram,0,H,Madrid city
1518,H.Needham,Mort Engeberg,Warners,Cannonball Run II,1984,Tcol,Actn,0,H,Madrid city csd town
1519,Gaugh,Rumme Shaw,World Northal,Goliathon,1977,col,Advt,0,H,Madrid city csd town
1520,Joe~Brooks,Rumme Shaw,World Northal,You Light Up My Life,1977,col,Romt,0,H,Madrid city csd town
1521,Seria,Rumme Shaw,World Northal,The Cookies,1977,col,Romt,0,H,Madrid city csd town
1522,J.Nicholson,Harold Schneider,Columbia,Wolf,1994,col,Hor,0,H,Chinatown city
1523,M.Pressman,Howard C. Koch,Hallmark,Saint Maybe,1998,TV,Dram,0,H,Whittier Boulevard town ship ship
1524,N.Cohen,Greg Smith,Warners,Stand Up Virgin Soldiers,1977,Tcol,Comd,0,H,Whittier Boulevard town ship ship city
1525,O.Hellman,E.F. Doria,Esse Cinematografica,Tentacles,1977,Tcol,Comd,0,H,Whittier Boulevard town ship ship city
1526,Benner,E.F. Doria,Esse Cinematografica,Outrageous,1977,col,Romt,***,CG,Whittier Boulevard town ship ship city
1527,Cardona,Cardona,Universal,"Guyana, Cult of the Dammned",1980,col,Horr,***,CG,Andes mountains resort
1528,Donaldson,Armyan Bernstein,Universal,Thirteen Days,2001,bnw,Dram,***,CG,White House palace mil.inst.
1529,R.M.Young,Michael Tannen,Universal,One Trick Pony,1980,col,Muscl,***?,RE,White House palace mil.inst. jail
1530,R.DeVito,Michael Tannen,Universal,Family Enforcer,1977,col,Muscl,***?,RE,White House palace mil.inst. jail
1531,S.Cooper,David Hemmings,Tiberius ,The Disappearance,1977,Ecol,Susp,0,H,White House palace mil.inst. jail
1532,Lewicki,David Hemmings,Tiberius ,A Certain Sacrifice,1981,Ecol,Porn,0,H,White House palace mil.inst. jail
1533,Raimi,Bruce Campbell,Paramount,For the Love of the Game,1999,col,,++,SE,White House palace mil.inst. jail csd csd
1534,Wanamaker,Ray Harrthausen,Columbia,Sinbad and the Eye of the Tiger,1977,Mcol,Advt,0,H,White House palace mil.inst. jail csd csd
1535,Abduladze,Ray Harrthausen,Columbia,The Wishing Tree,1977,Mcol,Dram,0,H,White House palace mil.inst. jail csd csd csd
1536,Himena,Ray Harrthausen,Columbia,I-Omante,1977,Mcol,Dram,0,H,White House palace mil.inst. jail csd csd csd
1537,Ottinger,Ray Harrthausen,Columbia,Joanne D'Arc of Mongolia,1989,col,Advt,0,H,Freak City town train csd
1538,Levey,Ray Harrthausen,Columbia,Happy Hooker Goes to Washington,1977,col,Porn,*,CG,Washington city
1539,Sachs,Marylin J. Tenser,Crown,Galaxina,1980,col,Comd,*,CG,Washington city
1540,Bano,Frank Ray Perilli,Crown,Dracula's Dog,1978,col,Horr,*,CG,Washington city csd
1541,Henry,Frank Ray Perilli,Crown,First Family,1980,col,Comd,**,CG,Washington city csd afterife
1542,vanHorn,Frank Ray Perilli,Warners,Any Which Way You Can,1980,col,Comd,**,CG,Washington city csd afterife
1543,C.B.Pierce,C.B.Pierce,AIP,The Evictors,1979,Mlab,Horr,0,H,Washington city csd afterife
1544,C.Allen,Corman,New World,Avalanche,1978,Mcol,Disa,0,H,Washington city csd afterife resort
1545,Donnelly,Tony Didio,Delected,The Tool Box Murders,1978,col,Porn,ultimate exploitation sickie,VIP,Washington city csd afterife resort home
1546,Jarman,Joseph Kane,Fine Line,Blue,1994,col,Surl,*,H,London city
1547,D.Lynch,R.DeLaurentiis,DeLaurentiis,Mulholland Drive,19yy,col,Ctxx,Golden,AANdir,Hollywood city
1548,Wrye,John Kemeny,Columbia,Ice Castles,1978,\Mcol,Romt,0,H,Hollywood city sports
1549,E.Morris,John Kemeny,Triton,Mr. Death,1999,col,BioP,0,H,Dallas city
1550,Gilroy,Gilroy,Triton,Once in Paris,1978,TVCcol,Romt,0,H,Paris city
1551,Girod,Ariel Zeitman,RKO,L'Elegant Criminel,1990,TVCcol,Comd,0,H,Paris city
1552,Mutrux,Art Linson,Paramount,American Hot Wax,1978,Mcol,BioP,0,H,Paris city
1553,Geo.Miller,John Peters,Universal,Babe: Pig in the City,1998,col,Fant,0,H,NYC city
1554,deBello,deBello,NAI,Killer Tomatoes Eat France,1991,col,Comd,Weldon: Psychotronic,VIP,NYC city
1555,Cardos,deBello,Film Ventures Int.,The Dark,1979,col,Horr,0,H,NYC city
1556,Schallerup,James Simmons,Sunn Classics,The Time Machine,1978,TV,ScFi,0,H,NYC city
1557,Zieff,Joe Wizan,Columbia,My Girl 2,1994,bnw,Comd,**,H,baseball fields sports
1558,Suso,Corman,New World,Deathsport,1978,Mcol,Horr,0,H,baseball fields sports
1559,J.Cameron,Ray Santini,Fox,Titanic,1997,col,Epic,42,AANdir,L.A. city space sea sea
1560,J.Hardy,Ray Santini,Fox,Return Engagement,1978,col,Epic,42,AANdir,L.A. city space sea sea
1561,Toback,Joseph Kanter,MGM-U.A.,Two Girls and a Guy,1998,col,Comd,0,H,L.A. city space sea sea
1562,Besson,Joseph Kanter,Gaumont,Jeanne d'Arc,2000,col,Dram,0,H,NYC city csd
1563,Schrader,Gianni Quaranta,Universal,Affliction,1999,col,Dram,0,H,Venice city town
1564,R.Butler,Gianni Quaranta,Columbia,Up the Creek,1984,col,Comd,*,CG,NYC city river
1565,Fiveson,Gianni Quaranta,Columbia,The Clonus Horror,1978,col,ScFi,*,CG,NYC city river
1566,R.Hardy,Peter Snell,British Lion,The Wicker Man,1978,Ecol,Horr,*,H,Summerisle island
1567,R.Lang,Peter Snell,British Lion,The Mountain Men,1980,Ecol,Horr,*,H,Summerisle island
1568,Klane,Peter Snell,British Lion,Thank God it's Friday,1978,Ecol,Horr,*,H,Summerisle island
1569,Enders,Enders,First Artists,Stevie,1978,Tcol,BioP,*,H,London city
1570,R.Scott,R.Scott,Universal,Blackhawk Down,2001,col,Actn,*,AAN,Mogadishu city
1571,Rash,Fred Bauer,ECA,Under the Rainbow,1981,CFcol,BioP,0,H,Lubbock town
1572,Chong,Howard Brown,Universal,Cheech and Chong's The Corsican Brothers,1984,Tcol,Comd,0,H,Lubbock town
1573,Maylam,Drummond Challis,Rank,Riddle of the Sands,1978,Ecol,Advt,*,H,Lubbock town ship
1574,Zarindast,Drummond Challis,Rank,Guns and Fury,1982,Ecol,Advt,*,H,Lubbock town ship
1575,W.Green,Drummond Challis,Rank,The Secret Life of Plants,1978,col,Docu,*,H,Lubbock town ship csd
1576,Beatty,Beatty,Touchstone,Bulworth,1998,col,Comd,**,H,L.A. city city
1577,UnYear78,Beatty,Touchstone,Rabbit Test,1978,col,Comd,**,H,L.A. city city
1578,Alda,Louis A. Stroller,Touchstone,Betsy's Wedding,1990,col,Comd,0,H,L.A. city city resort town
1579,Arkush,Louis A. Stroller,Touchstone,Heartbeeps,1981,col,ScFi,*,CG,L.A. city city resort town school
1580,A.Brooks,Mart Katz,Warners,The Muse,1998,col,Comd,****,RE,Las Vegas city town csd afterlife
1581,Corneau,Mart Katz,Gaumont,Tous Les Matins Du Monde,1992,col,BioP,****,Cesardir,Versailles palace
1582,Cardoza,Mart Katz,Gaumont,Smokey and the Hotwire Gang,1979,col,BioP,****,Cesardir,Versailles palace
1583,Ba.Brown,Mart Katz,Gaumont,Cloud Dancer,1979,col,BioP,0,H,Versailles palace airplane
1584,Bilson,Mart Katz,Disney,North Avenue Irregulars,1979,Tcol,Comd,0,H,Versailles palace airplane
1585,Norton,G.Lucas,Universal,More American Graffiti,1979,Tcol ,Comd,0,H,Versailles palace airplane
1586,Santiago,Christopher R. Santiago,New Horizons,Eye of the Eagle III,1990,col,Actn,0,H,Versailles palace airplane mil.inst.
1587,DeLuise,Christopher R. Santiago,Rastar,Hot Stuff,1979,Mcol,CnRb,0,H,Versailles palace airplane mil.inst.
1588,Swackhammer,Gregory Hoblit,USA,The Secret Passion of Robert Clayton,1992,col,Dram,0,H,S.F. city town
1589,Walton,Melvin Simon,U.A.,When a Stranger Calls,1979,col,Susp,0,H,S.F. city town
1590,Armstrong,Jan Chapman,Fine Line Features,Oscar and Lucinda,1996,col,Romt,0,H,S.F. city town home home town
1591,H.Becker,Becker,NewLine,Mercury Rising,1998,col,CnRb,0,Kron most sexy,NYC city city
1592,Cotter,Becker,NewLine,Mountain Family Robinson,1979,col,Advt,**,CG,NYC city city csd
1593,Reid,Becker,NewLine,Last Tattoo,1994,col,Susp,**,CG,NYC city city csd
1594,Fanaka,Becker,NewLine,Penitentiary,1979,col,Susp,*,CG,NYC city city csd jail
1595,Brest,Brest,Universal,Meet Joe Black,1998,col,Dram,*,H,NYC school city
1596,Ma.Chapman,Brest,Boyd's company,Hussy,1979,Ecol,Dram,0,H,NYC school city
1597,M.Stuart,Brest,Boyd's company,Mean Dog Blues,1979,Ecol,Dram,0,H,NYC school city
1598,M.Mann,Howard W. Koch~jr.,Buena Vista,Collateral,2004,sp,Noir,0,AANdir,L.A. city
1599,M.Lester,Tom Holland,Buena Vista,Amazon Women on the Moon,1989,TV,ScFi,0,H,Manhattan city town space space
1600,Robbins,Hal Barwood,Disney,The Dragonslayer,1981,Mcol,Fant,0,H,Manhattan city town space space
1601,Schell,Hal Barwood,Disney,Tales from the Vienna Woods,1979,Mcol,Dram,0,H,Vienna city
1602,N.Meyer,Rick Berman,Paramount,"Star Trek, Generations",1994,col,ScFi,0,H,S.F. city city space space space
1603,Aaron,Rick Berman,Paramount,A Force of One,1979,col,ScFi,0,H,S.F. city city space space space
1604,R.D.Silver,R.D.Silver,Midwest Films,Walk on the Moon,1985,bnw,ScFi,0,H,S.F. city city space space space
1605,Dragoti,Aaron Spelling,Sherwood,Mr.~Mom,1983,Mcol,Comd,0,H,NYC city
1606,Margolin,Aaron Spelling,Sherwood,A Shining Season,1979,Mcol,Comd,0,H,NYC city
1607,Stallone,Chartoff,MGM-U.A.,Rocky IV,1985,Mcol,Dram,0,H,Philadelphia city
1608,Jeffrey,Chartoff,MGM-U.A.,The Odd Angry Shot,1979,Mcol,Dram,0,H,Philadelphia city
1609,T.Jones,John Goldstone,Universal,Personal Services,1987,Tcol,BioP ,0,H,Philadelphia city
1610,Kawajiri,John Goldstone,Kodansha,Lensman,1979,col,ScFi,0,H,Philadelphia city space
1611,Richert,Russel Schwartz,Fox,A Night in the Life of Jimmy Reardon,1985,col,Comd,0,H,Chicago city
1612,Linson,Russel Schwartz,Universal,The Wild Life,1984,col,Comd,*,CG,Chicago city school
1613,Ascot,Russel Schwartz,Universal,The Gunslinger,1980,col,Comd,*,CG,Chicago city school
1614,B.Brooks,Levine,Universal,Tatoo,1980,Tcol,Comd,*,CG,Chicago city school
1615,Bryant,Levine,Universal,Lifepod,1980,Tcol,Comd,*,CG,Chicago city school
1616,Greenspan,Levine,Universal,Wilma,1980,Tcol,Comd,*,CG,Chicago city school
1617,C.Ballard,Levine,Universal,"Nutcracker, the Motion Picture",1989,Tcol,Musc,*,CG,Arctic sea
1618,Pinoteau,Levine,Gaumont,L'etudiante,1988,Tcol,Romt,*,Cesar,Arctic sea
1619,delaPatelliere,Levine,Gaumont,Le Conte de Monte Christo,1980,TV,Dram,*,Cesar,Arctic sea
1620,D.Harris,Levine,Gaumont,Silent Scream,1980,col,Horr,*,CG,Arctic sea school
1621,Heroux,Levine,Gaumont,Naked Massacre,1980,col,Horr,*,CG,Arctic sea school
1622,Irving,Jonathan D. Kramer,Vestron,"C.H.U.D. II, Bud the Chud",1984,col,Horr,*,CG,Arctic sea school
1623,Dorrie,Jonathan D. Kramer,Cobra,Bin Ich schoen?,1998,col,Comd,*,CG,Arctic sea school
1624,Bianchi,Robert Stigwood,Filmways,The Fan,1980,Tcol,Susp,0,H,NYC city
1625,Karsen,Alan Schecter,Imperial,Nemesis,1992,col,Actn,0,H,L.A. slum
1626,F.O.Ray,Alan Schecter,Imperial,Gad Girls from Mars,1990,col,Porn,0,H,Beverly Hills city
1627,Rademakers,Rademakers,Imperial,The Assault,1980,col,Dram,0,AAfor,Beverly Hills city
1628,Bowers,Rademakers,Crown,My Tutor,1983,DeLuxe,Comd,0,H,Beverly Hills city
1629,G.Clark,Menahem Golem,Century,The Forbidden Dance,1990,DeLuxe,Musc,0,H,Hollywood csd town
1630,Peppard,Menahem Golem,Century,From Hell to Victory,1980,DeLuxe,Musc,0,H,Hollywood csd town
1631,G.Murphy,x Rosenblatt ,Alphaville,Don't Look Back,1996,col,ScFi,0,H,Hollywood csd town resort movies
1632,Mendelux,John Ryan,Sefel ,The Kidnapping of the President,1980,DeLuxe,Susp,*,H,Toronto city
1633,G.Nelson,G.Nelson,Disney,Get Crazy,1983,col,Comd,#50,Fun,Toronto city
1634,Trikonis,G.Nelson,Disney,Take this Job and Shove it,1981,col,Dram,**,CG,Toronto city
1635,Weis,G.Nelson,Disney,Wholly Moses,1980,col,Dram,**,CG,Toronto city
1636,Ramis,Jane Rosenthal,Warners,Analyze This,1999,col,Comd,0,H,Punxsutawney csd
1637,J.Ballard,Jane Rosenthal,World Northal,Friday the 13th ... The Orphan,1980,col,Horr,0,H,Punxsutawney csd
1638,Byrum,Harry Bent,Columbia,The Razor's Edge,1984,col,Dram,0,H,S.F. city csd
1639,Houseman,Harry Bent,Columbia,Gideon's Trumpet,1980,col,Dram,not,H,S.F. city csd
1640,Mackenzie,Barry Hanson,Black Lion,The Long Good Friday,1980,col,Actn,*,H,East End town
1641,Irvin,Eva Monley,Miramax,A Month by the Lake,1996,Ecol,Romt,*,H,Lake Como resort
1642,Quested,David Korda,Brent Walker,Loophole,1980,col,Advt,0,H,London city
1643,Wohl,Wohl,Brent Walker,Best Boy,1980,col,Docu,****,RE,London city
1644,Sayles,Wohl,Brent Walker,Limbo,1999,col,Dram,****,RE,Hudson City town estate island
1645,Trent,Sid Kroft,Tormont,Middle-age Crazy,1980,DeLuxe ,Dram,****,RE,Hudson City town estate island
1646,J.Werner,Sid Kroft,Tormont,Die Laughing,1980,Tcol,Advt,0,H,Hudson City town estate island
1647,Glickenhaus,David Chan,Golden,The Protector,1990,col,Actn,**,CG,South Bronx slum
1648,Abrahams,J.Abrahams,Paramount,Hot Shots! Part Deux,1993,col,Comd,#75,Fun,South Bronx slum airplane town airplane
1649,Oliansky,J.Abrahams,Paramount,The Competition,1980,col,Dram,#75,Fun,S.F. city
1650,Schumacher,Peter McGregorSmith,Fox,Phone Booth,2002,sp,Susp,0,H,NYC city
1651,Freedman,Martin Stanger,ITC,Borderline,1980,col,Advt,0,H,NYC city
1652,Caan,Rick Rosenberg,MGM,Hide in Plain Sight,1980,Mcol,Dram,0,H,NYC city
1653,J.Sandrich,Rick Rosenberg,MGM,Seems Like Old Times,1980,Mcol,Dram,0,H,NYC city
1654,Murkami,Ed Carlin,New World,Tokyo Decadence,1980,col,Porn,*,H,NYC city space
1655,Temple,Tony Garnett,Vestron,Earth Girls Are Easy,1989,col ,Musc,*,H,NYC city space
1656,Dobson,Tony Garnett,Vestron,The Mango Tree,1980,col ,Musc,*,H,NYC city space
1657,Wiederhorn,Tony Garnett,Vestron,Eyes of a Stranger,1980,col ,Horr,0,CG,NYC city space
1658,Goldfarb,Tony Garnett,Vestron,Stuckey's Last Stand,1980,col ,Horr,0,CG,NYC city space
1659,Garrett,Tony Garnett,Vestron,Terraces,1980,col ,Horr,0,CG,NYC city space
1660,Schiller,Tony Garnett,Vestron,"Hey, I'm Alive",1980,col ,Horr,0,CG,NYC city space
1661,Pintilie,Tony Garnett,Vestron,The Oak,1991,col ,Fant,0,CG,NYC city space
1662,Hodges,deLaurentiis,Universal ,Flash Gordon,1980,col,ScFi,0,CG,NYC city space
1663,M.Davidson,Stephen Freedman,MGM,Hero at Large,1980,p\Mcol,Dram,0,H,NYC city space
1664,M.Brickman,Ferren,Fox,The Manhattan Project,1985,Tcol,Romt,*,H,NYC town city
1665,Damski,Carter deHaven~jr,Orion,Yellowbeard,1983,DeLuxe,West,0,H,NYC town city
1666,Brault,Carter deHaven~jr,Orion,Paper Wedding,1989,DeLuxe,West,0,H,NYC town city
1667,Newell,Duncan Kenworthy,Polygram ,Donnie Brasco,1997,col,Dram,0,H,Liverpool city
1668,Reichert,Duncan Kenworthy,Polygram ,Union City,1980,col,Dram,0,H,Liverpool city
1669,Rosenbloom,Duncan Kenworthy,Polygram ,Through the Wire,1980,col,Docu,0,H,Liverpool city
1670,Almodovar,Augustin Almodovar,Miramax,Todo sobre mi madre,1999,col,Dram,0,AAN,Barcelona city
1671,Haggard,Bregman,Aribage,Hugh Heffner: Once Upon A Time,1992,col,Docu,0,H,Chicago city
1672,P.Lynch,Bregman,Filmline,Cross Country,1983,col,Susp,0,H,Chicago city school
1673,P.Maxwell,Bregman,Filmline,Touch and Go,1980,col,Susp,0,H,Chicago city school
1674,Starr,Bregman,Filmline,Take It To The Limit,1980,col,Susp,0,H,Chicago city school
1675,Daalder,Bregman,Filmline,Massacre at Central High,1980,col,Susp,0,H,Chicago city school
1676,R.Maxwell,R.Maxwell,Turner,Gettysburg,1993,col,Hist,**,CG,Gettysburgh mil.inst.
1677,R.Greenwald,Steve McGlothan,Turner,Forgotten Prisoners,1980,TV,Docu,0,H,Istanbul city city
1678,Kaylor,Robbie Robertson,Lorimar,Carny,1980,Tcol,Comd,0,H,Istanbul city city
1679,Lieberman,Lieberman,Paramount,Fire in the Sky,1993,col,ScFi,0,H,NYC city csd
1680,Houston,Gregory Vaugn,Paramount,Caged Fear,1990,col,Actn,**,CG,NYC city csd jail
1681,Wiemer,Gregory Vaugn,Paramount,Anna to the Infinite Power,1983,col,ScFi,**,CG,NYC city csd jail
1682,Redford,Redford,Buena Vista,The Horse Whisperer,1998,col,West,**,AANdir,NYC city csd jail csd movies csd
1683,Scheerer,Redford,Filmways,How to Beat the High Cost of Living,1980,Mlab,Comd,0,H,NYC city csd jail csd movies csd
1684,Spottiswoode,Barbara Broccolli,HBO,Tomorrow Never Dies,1997,col,Actn,*,H,Washington city city city
1685,Bernasconi,X Newman,Ellipse,The Adventures of Tin Tin: The Lure of Black Gold,1990,col,Cart,*,H,Washington city city city
1686,Stf.Paul,X Newman,Arsenal,Hotel Deutschland,1991,col,Musc,*,H,Berlin city city
1687,Grieco,X Newman,Arsenal,Mad Dog,1980,col,Musc,*,H,Berlin city city
1688,Kwan,X Newman,Arsenal,Red Rose White Rose,1995,col,Dram,*,H,NYC city
1689,Cunningham,Cunningham,NewLine,Spring Break,1983,col,Horr,*,H,Crystal Lake school
1690,Szlingerbaum,Cunningham,NewLine,Brussels Transit,1980,col,Horr,*,H,Crystal Lake school
1691,Stv.Paul,Stv.Paul,International Picture Show of Atlanta,Falling in Love Again,1980,col,Romt,*,H,NYC city
1692,Hackford,Jerry Brick,Columbia,The Devils Advocate,1997,col,Comdx,video,AA,Siberia csd law
1693,Bill,Jerry Brick,Columbia,A Home of Our Own,1993,col,Dram,video,AA,Hankston city town
1694,Clegg,Jerry Brick,The Who Films,McVicar,1980,Ecol,Dram,0,H,Hankston city town
1695,Danielson,Jerry Brick,Svenska ord,The Adventures of Picasso,1980,col,Comd,0,H,Hankston city town
1696,T.Hunter,Martin Jurow,Columbia,Sylvester,1991,col,West,**,RE,Santa Barbara town csd
1697,Zimmerman,Ron Hamady,Columbia,Fade to Black,1980,col,Susp,**+,RE,L.A. city
1698,Menshov,Ron Hamady,Columbia,Moscow Does Not Believe in Tears,1980,col,Dram,**+,RE,Moscow city
1699,Lokkeberg,Lokkeberg,Norwegian Film Institute,De Gudene er Dode,1992,col,Docu,**+,RE,Moscow city
1700,W.Bernstein,J.Lang,Universal,Little Miss Marker,1980,Tcol,Dram,0,H,Moscow city
1701,Bogner,J.Lang,Universal,"Feuer, Eis, und Dynamit",1982,Tcol,Dram,0,H,Moscow city
1702,W.Hale,J.Lang,Universal,Stalk the Wild Child,1980,Tcol,Dram,0,H,Moscow city
1703,Miles,Rosenblum,Miles Educational,Liberators: Fighting on two Fronts in World War II,1992,col,Docu,0,H,Moscow city mil.inst.
1704,YM.Zhang,Chiu FuSheng,Orion,Keep Cool,1997,col,Dram,0,AAN,Moscow city mil.inst. csd csd city
1705,Morita,Chiu FuSheng,Orion,The Family Game,1984,col,Dram,0,AAN,Moscow city mil.inst. csd csd city
1706,Unknown28,Chiu FuSheng,Orion,Sexworld,1980,col,ScFi,0,AAN,Moscow city mil.inst. csd csd city resort
1707,Ferrara,Chiu FuSheng,Warners,The Blackout,1997,col,ScFi,**,CG,NYC city mil.inst.
1708,A.Bergman,Mike Lobell,Warners,Striptease,1996,col,Porn,0,H,Las Vegas city
1709,Nicholson,Mike Lobell,Warners,Deadline,1981,col,Porn,0,H,Las Vegas city
1710,B.Logan,Donald P. Borchers,Warners,Meatballs 4,1981,col,Porn,0,H,Las Vegas city resort
1711,B.Segal,Peter Katz,Warners,Night Gallery,1981,T,Susp,Weldon: Psychotronic,VIP,Buenes Aires csd home city
1712,B.D.Clark,Peter Katz,Warners,Galaxy of Terror,1981,T,ScFi,*,CG,Buenes Aires csd home city
1713,Persky,Sidney Beckman,Paramount,Serial,1981,Mlab,Comd,*,H,Buenes Aires csd home city
1714,Malmouth,Sidney Beckman,Paramount,Nighthawks,1981,Mlab,Comd,*,H,Buenes Aires csd home city
1715,Gottlieb,David Foster,U.A.,Caveman,1981,Tcol,Comd,0,H,Buenes Aires csd home city
1716,Ch.Beaumont,David Foster,U.A.,Death of a Centerfold: the Dorothy Stratten Story,1981,TV,BioP,0,H,Buenes Aires csd home city
1717,Gion,David Foster,U.A.,"P\'etrole, p\'etrole",1981,TV,Dram,0,H,Buenes Aires csd home city
1718,C.Marquand,David Foster,U.A.,Candy,1981,TV,Dram,0,H,Buenes Aires csd home city
1719,D.Boyd,Don Boyd,Boyd's Company,East of Elephant Rock,1981,col,Dram,0,H,Buenes Aires csd home city
1720,Davis,Charles H. Schneer,MGM,Clash of the Titans,1981,Mcol,Fant,0,H,Buenes Aires csd home city
1721,Shebib,Charles H. Schneer,MGM,Heartaches,1981,Mcol,Romt,**,CG,Toronto city
