,dir_name,prod_name,studio_name,title,year,prc,cat,awattr,awtype,location
940,Almond,,,Isabel,1968,,,**,H,
941,Wendkos,,,A Woman Called Moses,1978,,,0,H,
942,R.Asher,,,The Intelligence Man,1965,,,0,H,
943,Russ~Meyer,,,The Seven Minutes,1971,,,0,H,
944,Bondartchuk,,,War and Peace,1964,,,0,AAfor,
945,Rosenberg,,,Brubaker,1980,,,*,H,
946,T.Richardson,,,The Phantom of the Opera,1990,,,0,H,
947,Donehue,,,Sunrise at Campobello,1960,,,*,H,
948,Demicheli,,,"Carmen, de la Ronda",1959,,,*,H,
949,Crosland~jr,,,Last Seen Wearing Bluejeans,1963,,,*,H,
950,Zugsmith,,,On Her Bed of Roses,1966,,,*,H,
951,Karn,,,Ma Barker's Killer Brood,1960,,,*,H,
952,Lelouch,,,Les Miserables,1995,,,++,SE,
953,Coletti,,,Under Ten Flags,1960,,,not,H,
954,D.Potter,,,The Green Man,1990,,,not,H,
955,D.Smith,,,Pollyanna,1960,,,*,H,
956,Coutinho,,,Cabra Marcadao Para Morrer,1984,,,*,H,
957,Cortes,,,En Este Pueblo No Hay Ladrones,1964,,,*,H,
958,G.Reynolds,,,Craig's Will,1960,,,*,H,
959,Pontocorvo,,,Burn!,1970,,,Zinneman,VIP,
960,Oury,,,L'As des As,1980,,,0,H,
961,Pal,,,The Time Machine,1960,,,*,H,
962,G.Stevens~jr.,,,"Coming, Mama",1961,,,*,H,
963,H.A.Green,,,Party Line,1960,,,*,H,
964,Moxey,,,Foxhole in Cairo,1960,,,0,H,
965,Schlesinger,,,Cold Comfort Farm,1996,,,not,H,
966,J.Lewis,,,The Patsy,1964,,,0,H,
967,J.Demy,,,Trois Places Pour la 26,1988,,,Grand Prix Nationale,VIP,
968,Sher,,,The 3 Worlds of Gulliver,1960,,,Grand Prix Nationale,VIP,
969,J.Wayne,,,The Green Berets,1968,,,0,H,
970,Rogosin,,,Come Back Africa,1960,,,0,H,
971,L.Stevens,,,Private Property,1960,,,0,H,
972,Bava,,,Antefatto,1972,,,0,H,
973,Bonnard,,,"Scipio, the African",1967,,,0,H,
974,M.Welles,,,Lady Frankenstein,1972,,,0,H,
975,Oshima,,,Empire of Passion,1978,,,0,H,
976,P.Verhoeven,,,Showgirls,1996,,,0,Kron most sexy,
977,Dunlap,,,The Schartz-Metterklume Method,1960,,,0,Kron most sexy,
978,Ri.Leacock,,,Chiefs,1968,,,0,Kron most sexy,
979,MacDougall,,,The Subterraneans,1960,,,0,Kron most sexy,
980,Rich.Murphy,,,The Wackiest Ship in the Army,1960,,,0,Kron most sexy,
981,Rush,,,The Stunt Man,1980,,,*,H,
982,Polselli,,,L'Amante del Vampiro,1960,,,*,H,
983,Amadio,,,The Minotaur,1960,,,*,H,
984,Burge,,,Julius Caesar,1970,,,0,H,
985,Kjellin,,,Completely Foolproof,1965,,,0,H,
986,A.Singer,,,A Cold Wind in August,1961,,,0,H,
987,B.Forbes,,,International Velvet,1978,,,0,H,
988,Blackwood,,,Motel,1989,,,0,H,
989,Petri,,,Investigation of a Citizen above Suspicion,1970,,,0,H,
990,OBrien,,,Mantrap,1961,,,0,H,
991,Francis,,,Craze,1974,,,0,H,
992,G.Wilder,,,The Woman in Red,1984,,,*,H,
993,Gn.Nelson,,,Harum Scarum,1965,,,*,H,
994,Hessler,,,The Golden Voyage of Sinbad,1974,,,*,H,
995,G.Reinhardt,,,,1954,,,0,H,
996,Teshigahara,,,Rikyu,1990,,,tedious,VIP,
997,Colpi,,,Une Aussi Longue Absence,1961,,,*,H,
998,Reinl,,,Im Stahlnetz des Dr.~Mabuse,1962,,,*,H,
999,JCassavetes,,,I'm Almost Not Crazy,1994,,,0,H,
1000,Garfein,,,Something Wild,1961,,,0,H,
1001,Quintero,,,The Roman Spring of Mrs Stone,1961,,,*,H,
1002,Rouch,,,Chronique d'un \'Et\'e,1961,,,*,H,
1003,Brando,,,One Eyed Jacks,1961,,,0,H,
1004,N.Kaplan,,,Plaisir D'Amour,1991,,,0,H,
1005,Pasolini,,,The 120 days of Sodom,1975,,,*,H,
1006,DeBroca,,,Chouans !,1987,,,**,H,
1007,Etaix,,,Happy Anniversary,1961,,,*,H,
1008,Morrissey,,,Beethoven' Nephew,1986,,,0,H,
1009,Taviani,,,Fiorile,1994,,,Patrice Kahn's favorite,VIP,
1010,Zadek,,,Die Kurve,1961,,,Patrice Kahn's favorite,VIP,
1011,R.Lester,,,Finders Keepers,1984,,,0,H,
1012,R.Metzger,,,The Cat and the Canary,1978,,,0,H,
1013,Polanski,,,The Ninja Cafe,1999,,,***,RE,
1014,Peckinpah,,,The Osterman Weekend,1983,,,**,CG,
1015,Clarke,,,The Cool World,1964,,,**,CG,
1016,S.Leone,,,Once Upon A Time in America,1984,,,**,H,
1017,Vorkapich,,,The Mask,1961,,,**,H,
1018,Morrow,,,Sledge,1961,,,**,H,
1019,Reitherman,,,Daffy Duck's Quackbusters,1988,,,**,H,
1020,Margheriti,,,Castle of Blood,1964,,,**,H,
1021,RobbeGrillet,,,Trans-Europe Express,1966,,,**,H,
1022,Varda,,,A hundred and one nights,1998,,,**,H,
1023,Vohrer,,,"Die T\""ur mit den Sieben Schl\:ossern",1962,,,**,H,
1024,Bertolucci,,,Besieged,1999,,,*,AAdir,
1025,Bt.Blier,,,Mon Homme,1996,,,*,AAfor,
1026,B.Girard,,,Water's Edge,1964,,,*,AAfor,
1027,Jarrot,,,The Amateur,1982,,,0,H,
1028,Silverstein,,,The Car,1977,,,0,H,
1029,F.Perry,,,On The Bridge,1982,,,Margulies: bad movies we love,VIP,
1030,Englund,,,The Ugly American,1962,,,Margulies: bad movies we love,VIP,
1031,Rocha,,,Antonio das Mortes,1962,,,Margulies: bad movies we love,VIP,
1032,G.R.Hill,,,The Little Drummer Girl,1984,,,**,RE,
1033,Lamb,,,Aqua Sex,1965,,,**,RE,
1034,Herk,,,Carnival of Souls,1962,,,Zinneman,VIP,
1035,Leytis,,,The Sorcerer's Apprentice,1962,,,Zinneman,VIP,
1036,deAndrade,,,Matrimonial Warfare,1975,,,Zinneman,VIP,
1037,Frost,,,House on Bare Mountain,1962,,,Zinneman,VIP,
1038,Martinson,,,The Kid with the Broken Halo,1965,,,*,H,
1039,Yates,,,Hot Rock,1999,,,**+,RE,
1040,R.Donner,,,Lethal Weapon 4,1998,,,0,H,
1041,Tronson,,,Ring of Spies,1964,,,0,H,
1042,R.Nelson,,,Embryo,1976,,,0,H,
1043,S.Pollack,,,Random,1998,,,**,T90,
1044,Munk,,,Pasazerka,1963,,,*,H,
1045,A.Segal,,,All The Way Home,1963,,,**,H,
1046,Warhol,,,The Nude Restaurant,1967,,,**,H,
1047,Bud~Yorkin,,,The Thief Who Came to Dinner,1973,,,0,H,
1048,Widerberg,,,Man on the Roof,1977,,,GrandJury,Palm,
1049,Topper,,,The Strangler,1963,,,0,H,
1050,Digues,,,Ganga Zumba,1963,,,0,H,
1051,Harrington,,,Mata Hari,1985,,,0,H,
1052,Chaffey,,,Creatures the World Forgot,1971,,,***,H,
1053,Coppola,,,The Rainmaker,1997,,,**,AA,
1054,Schaffner,,,"Yes, Giorgio",1982,,,*,H,
1055,Lautner,,,La maison assassinee,1990,,,0,H,
1056,Hart,,,Power of Attorney,1965,,,0,H,
1057,Landis,,,Blues Brothers 2000,1998,,,**,H,
1058,Smight,,,Loving Couples,1981,,,0,H,
1059,Girault,,,Pouic-Pouic,1963,,,0,H,
1060,Littlewood,,,Sparrows Can't Sing,1963,,,0,H,
1061,J.Sheldon,,,"I'll Be The Judge, I'll Be The Jury",1963,,,0,H,
1062,K.Donovan,,,Promises! Promises!,1963,,,0,H,
1063,Wertmuller,,,"Ciao, professore",1994,,,Zinneman,VIP,
1064,Marcle~Ophuls,,,The Sorrow and the Pity,1969,,,Zinneman,VIP,
1065,Jewison,,,Hurricane,1999,,,#90,GGN,
1066,Maurer,,,The Three Stooges Go Around the World in A Daze,1963,,,#90,GGN,
1067,deRoubais,,,Allegro Ma Troppo,1963,,,#90,GGN,
1068,Ph.Kaufman,,,Rising Sun,1993,,,*,H,
1069,Haedrich ,,,Stop Train 349,199x,,,*,H,
1070,R.Douglas,,,Sign of Satan,1964,,,*,H,
1071,Steckler,,,The Thrill Killers,1965,,,*,H,
1072,Previn,,,The Waltz King,1963,,,0,H,
1073,Sekely,,,Day of the Triffids,1963,,,*,H,
1074,W.Hussein,,,Kidnapped,1995,,,*,H,
1075,A.Bennett,,,A Private Function,1984,,,**,H,
1076,Isasmendi,,,They Came to Rob Las Vegas,1969,,,**,H,
1077,Kennedy,,,Support Your Local Sheriff,1969,,,**,H,
1078,Cl.Berri,,,Germinal,1994,,,**,H,
1079,H.Morgan,,,The World's Oldest Motive,1965,,,**,H,
1080,H.G.Lewis,,,She-Devils on Wheels,1968,,,**,H,
1081,Derek,,,Ghosts Can't Do It,1990,,,0,H,
1082,Passer,,,Stalin,1992,,,0,H,
1083,Eustache,,,La Maman et La Putaine,1973,,,0,H,
1084,Goldstone,,,Rita Hayworth: The Love Goddess,1983,,,0,H,
1085,K.Russell,,,The Insatiable Mrs.~Kirsch,1994,,,***,RE,
1086,L.Penn,,,Anyone for Murder?,1964,,,***,RE,
1087,Favio,,,Cronica de un Nino Solo,1964,,,***,RE,
1088,Hirszman,,,"Hold Me, Thrill Me, Kiss Me",1992,,,***,RE,
1089,Teague,,,Navy Seals,1990,,,*,H,
1090,Apted,,,42 Up,1999,,,0,H,
1091,Forman,,,Man in the Moon,1999,,,**,AAdir,
1092,Zetterling,,,Scrubbers,1982,,,*,H,
1093,Tewkesbury,,,"Stay Away, Joe",1968,,,*,H,
1094,Hossein,,,The Vampire of Dusseldorf,1964,,,*,H,
1095,Thome,,,Tigerstreifenbaby wartet auf Tarzan,1998,,,*,H,
1096,Ty.Noonan,,,Three Nuts in Search of a Bolt,1964,,,*,H,
1097,Ragona,,,The Last Man on Earth,1964,,,*,H,
1098,Alea,,,Guantanamera,1996,,,*,AAN,
1099,Friedkin,,,Rules of Engagement,1999,,,****,RE,
1100,UnYear64,,,Santa Claus Captures the Martians,1964,,,-,H,
1101,Hunebelle,,,Furia a Bahia pour OSS 117,1965,,,-,H,
1102,March,,,The Photographer and the Undertaker,1965,,,-,H,
1103,Dawson,,,"Yor, the Hunter from the Future",1983,,,*,CG,
1104,CostaGavras,,,Mad City,1998,,,*,AAN,
1105,Scola,,,La Famiglia,1986,,,*,AAN,
1106,F.Coe,,,A Thousand Clowns,1965,,,*,H,
1107,Pierson,,,Somebody Has to Shoot the Picture,1989,,,0,H,
1108,Coleman,,,Night Fever,1965,,,0,H,
1109,Boorman,,,The General,1998,,,**,H,
1110,Korty,,,The Autobiography of Miss Jane Pittman,1965,,,**,H,
1111,J.B.Harris,,,Boiling Point,1993,,,0,H,
1112,J.Brown,,,Wally the Beard,1965,,,0,H,
1113,Jack~Hill,,,The Switchblade Sisters,1975,,,0,H,
1114,Troell,,,Hurricane,1979,,,0,H,
1115,Loach,,,My Name is Joe,1999,,,Golden,Palm,
1116,Shonteff,,,Licensed to Kill,1965,,,Golden,Palm,
1117,Bellocchio,,,The Pince of Homburg,1997,,,Golden,Palm,
1118,Reeves,,,Witchfinder General,1968,,,Golden,Palm,
1119,Tokar,,,Cat from Outer Space,1978,,,0,H,
1120,R.Kaplan,,,The Eleanor Roosevelt Story,1965,,,0,AA,
1121,S.Miller,,,Tammy and the Millionaire,1969,,,0,H,
1122,Taniguchi,,,Kizino Kizi,1965,,,0,H,
1123,Salkow,,,The Great Sioux Massacre,1965,,,0,H,
1124,Apostoloff,,,Orgy of the Dead,1965,,,0,H,
1125,Georgiadis,,,Blood on the Land,1965,,,0,H,
1126,Lima,,,Menino de Engenho,1965,,,0,H,
1127,Conrad,,,Two on a Guillotine,1965,,,0,H,
1128,Has,,,The Saragossa Manuscript,1965,,,0,H,
1129,Naud,,,Hot Rod Hullabaloo,1966,,,0,H,
1130,Dreville,,,La Fayette,1965,,,0,H,
1131,UnYear65,,,The Human Duplicators,1965,,,0,H,
1132,Damianos,,,Until the Ship Sails,1966,,,0,H,
1133,Br.Brown,,,Bruce Brown's The Endless Summer II,1966,,,0,H,
1134,Heyes,,,Beau Geste,1966,,,0,H,
1135,Hallenbeck,,,One of Our Spies is Missing,1966,,,0,H,
1136,Bellamy,,,Fire!,1977,,,0,H,
1137,F.Beyer,,,The Hiding Place,1977,,,0,H,
1138,Zeffirelli,,,Tea with Mussolini,1998,,,*,H,
1139,G.Axelrod,,,The Secret Life of an American Wife,1968,,,*,H,
1140,Gazcon,,,Rage,1966,,,0,H,
1141,Danska,,,"Sweet Love, Bitter",1966,,,0,H,
1142,Averback,,,Where the Boys Are,1984,,,unsufferably coy,VIP,
1143,Triana,,,Tiempo de Morir,1989,,,unsufferably coy,VIP,
1144,J.Hellman,,,Promises in the Dark,1980,,,0,H,
1145,Kawalarowicz,,,Bronstein's Children,1990,,,0,H,
1146,Menzel,,,Closely Watched Trains,1966,,,0,AAfor,
1147,Nemec,,,In the Heat of Royal Love,1991,,,0,AAfor,
1148,Sargent,,,Crime and Punishment,1998,,,0,H,
1149,Skolimowski,,,Moonlighting,1981,,,0,H,
1150,Fukuda,,,Godzilla vs. the Cosmic Monster,1974,,,0,H,
1151,Buchanan,,,Mistress of the Apes,1981,,,0,H,
1152,Carreras,,,The Lost Continent,1968,,,0,H,
1153,Golan,,,Diamonds,1997,,,0,H,
1154,M.Nichols,,,What Planet are You From,2000,,,worst M.Nichols film,VIP,
1155,Sarne,,,Myra Breckenridge,1969,,,worst M.Nichols film,W50,
1156,Mart,,,Sinderella and the Golden Bra,1966,,,worst M.Nichols film,W50,
1157,R.E.Miller,,,The Baltimore Bullet,1980,,,*,H,
1158,Kinoshita,,,School for Sex,1967,,,not,H,
1159,Corbucci,,,The Payoff,1978,,,not,H,
1160,Narizzano,,,Georgy Girl,1966,,,**,H,
1161,Rothman,,,The Velvet Vampire,1971,,,**,H,
1162,Klein,,,The French,1985,,,**,H,
1163,Schlondorff,,,The Ogre,1998,,,**,AAfor,
1164,UnYear66,,,Dead Heat in the Merrygoround,1966,,,-,H,
1165,Papatakis,,,The Photograpf,1986,,,-,H,
1166,Dreifuss,,,The Love-Ins,1967,,,-,H,
1167,Rafkin,,,The Shakiest Gun in the West,1967,,,-,H,
1168,Bn.Blier,,,Breakdown,1967,,,-,H,
1169,Shear,,,Wild in the Streets,1968,,,-,H,
1170,C.Reiner,,,That Old Feeling,1996,,,#78,Fun,
1171,Owen,,,The Return of She,1983,,,#78,Fun,
1172,Wiseman,,,High School II,1994,,,#78,Fun,
1173,Saks,,,Last of the Red Hot Lovers,1972,,,**,H,
1174,J.G.Avildsen,,,Assassins,1995,,,0,H,
1175,J.Collier,,,The Hiding Place,1975,,,0,H,
1176,Summers,,,The Vengeance of Fu Manchu,1967,,,0,H,
1177,Strick,,,Ulysses,1967,,,*,H,
1178,J.Thorpe,,,The Venetian Affair,1967,,,*,H,
1179,L.Johnson,,,Spacehunter: Adventures in the Forbidden Zone,1983,,,0,H,
1180,M.Ritchie,,,The Positively True Adventures of the Alleged Texas Cheerleader Murdering Mom,1993,,,0,H,
1181,Snow,,,Wavelength,1967,,,0,H,
1182,MlVanPeebles,,,New Jack City,1991,,,0,H,
1183,Collinson,,,Vroom!,1993,,,0,H,
1184,Collinson,,,The Earthling,1980,,,*,CG,
1185,P.Williams,,,Nunzio,1978,,,*,CG,
1186,Dhery,,,Le `Petit Baigneur',1967,,,*,CG,
1187,Gallu,,,Theater of Death,1967,,,*,CG,
1188,Laughlin,,,Billy Jack,1971,,,*,H,
1189,Borowczyck,,,Dr.~Jekyll and the Women,1981,,,0,H,
1190,Herzog,,,My Intimate Enemy,1999,,,Golden,Palm,
1191,daFontoura,,,Cpacabana Fools Me,1968,,,Golden,Palm,
1192,Francia,,,Valparaiso Mon Amour,1968,,,Golden,Palm,
1193,A.Harvey,,,The Lion in Winter,1968,,,*,AANdir,
1194,A.Page,,,Middlemarch,1979,,,0,H,
1195,B.dePalma,,,Snake Eyes,1998,,,0,H,
1196,B.May,,,Mortal Sins,1992,,,0,H,
1197,Kowalski,,,"Krakatoa, East of Java",1968,,,0,H,
1198,Kulik,,,The Hunter,1980,,,0,H,
1199,PenningtonRichards,,,A Challenge for Robin Hood,1968,,,*,H,
1200,Solanas,,,The Hour of the Furnaces,1968,,,*,H,
1201,Dunning,,,Yellow Submarine,1968,,,*,H,
1202,Cates,,,"Oh God, Book II",1980,,,0,H,
1203,Romero,,,The Dark Half,1990,,,0,H,
1204,Pires,,,Fantasia chez les ploucs,1970,,,0,H,
1205,Lefranc,,,Beru et ces Dames,1968,,,0,H,
1206,H.Morris,,,With Six You Get Eggroll,1968,,,0,H,
1207,OConnelly,,,The Valley of Gwangi,1968,,,0,H,
1208,J.Hale,,,"Thank You, Mask Man",1968,,,0,H,
1209,Franco,,,Jack the Ripper,1976,,,0,H,
1210,Gold,,,The Tenth Man,1988,,,*,H,
1211,J.Herman,,,Adieu L'Ami!,1968,,,*,H,
1212,J.Clark,,,Madhouse,1974,,,*,H,
1213,McBride,,,The Wrong Man,1993,,,Margulies: bad movies we love,VIP,
1214,McGrath,,,"30 is a Dangerous Age, Cynthia",1980,,,Margulies: bad movies we love,VIP,
1215,Rollin,,,Virgins and Vampires,1972,,,Margulies: bad movies we love,VIP,
1216,Paris,,,How to Break Up a Happy Divorce,1980,,,Margulies: bad movies we love,VIP,
1217,Salter,,,Three,1977,,,Margulies: bad movies we love,VIP,
1218,Billington,,,The Light at the Edge of the World,1971,,,0,H,
1219,Fukasaku,,,Virus,1980,,,0,H,
1220,Wildenhahn,,,Harlem Theatre,1968,,,0,H,
1221,Mel~Brooks,,,Robin Hood: Men in Tights,1993,,,*,H,
1222,Tully,,,Battle Beneath the Earth,1968,,,*,H,
1223,Rydell,,,Intersection,1994,,,***,AAdir,
1224,N.Black,,,Private School,1983,,,*,CG,
1225,Bogdanovich,,,The Thing Called Love,1993,,,**,H,
1226,P.Bogart,,,Torch Song Trilogy,1988,,,*,H,
1227,P.Newman,,,The Glass Menagerie,1987,,,*,CG,
1228,Roley,,,The Loners,1974,,,*,CG,
1229,Grosbard,,,The Deep End of the Ocean,1999,,,**,H,
1230,W.Wilder,,,The Asphy,1972,,,**,H,
1231,Yamada,,,Otoko wa Tsuraiyo,1996,,,**,FAAdir,
1232,Adamson,,,Jessi's Girls,1983,,,**,FAAdir,
1233,A.Gibson,,,Dracula A.D. 1972,1972,,,**,FAAdir,
1234,Techine,,,Alice et Martin,1998,,,**,FAAdir,
1235,B.Hutton,,,High Road to China,1983,,,0,H,
1236,Schroeder,,,Extreme Measures,1997,,,0,H,
1237,Akerman,,,A Couch in New York,1998,,,0,H,
1238,C.Howard,,,Lovers and Other Strangers,1970,,,0,H,
1239,Cammell,,,Demon Seed,1977,,,0,H,
1240,D.Hopper,,,Backtrack,1988,,,***?,RE,
1241,Haller,,,The Wild Racers,1973,,,***?,RE,
1242,H.Ross,,,Boys on The Side,1995,,,0,H,
1243,Leder,,,The Candy Man,1969,,,0,H,
1244,Dexter,,,Pidgeons,1971,,,**,H,
1245,Waters,,,Pecker,1998,,,**,H,
1246,Aurel,,,Etes-vous fiancee a un marin grec ou a un pilote de ligne?,1970,,,**,H,
1247,Sanjines,,,Blood of the Condor,1969,,,**,H,
1248,Katzin,,,Man from Atlantis,1977,,,**,H,
1249,Peerce,,,Love Child,1982,,,***,CG,
1250,Kitchell,,,Berkeley in the Sixties,1969,,,***,CG,
1251,Roemer,,,The Plot Against Harry,1969,,,***,CG,
1252,Roeg,,,Track 29,1988,,,*,H,
1253,Sembene,,,Guelwaar,1992,,,*,H,
1254,P.Hunt,,,Wild Geese II,1985,,,0,H,
1255,Attenborough,,,Grey Owl,1999,,,**+,RE,
1256,Downey,,,Too Much Sun,1990,,,#99,Fun,
1257,Fassbinder,,,Querelle,1982,,,0,H,
1258,Bourgignon,,,The Picasso Summer,1969,,,0,H,
1259,Woody~Allen,,,Small Time Crooks,2000,,,*,AANdir,
1260,W.Edwards,,,"Dracula, the Dirty Old Man",1969,,,*,AANdir,
1261,Grauman,,,Are You in the House Alone?,1978,,,*,AANdir,
1262,Graham,,,The Last Generation,1971,,,0,H,
1263,Axelman,,,Vibration,1969,,,0,H,
1264,Ozerov,,,The Great Battle,1969,,,0,H,
1265,UnYear69,,,Battle of Britain,1969,,,0,H,
1266,Lanza,,,The Incredible Two-headed Monster,1970,,,0,H,
1267,Milligan,,,Fleshpots on 42nd Street,1972,,,0,H,
1268,Rafelson,,,Poodle Springs,1998,,,**+,RE,
1269,Argento,,,Edgar Allan Poe,1992,,,0,H,
1270,D.Curtis,,,War and Remembrance,1988,,,0,H,
1271,Cronenberg,,,eXistenZ,1999,,,Golden,Palm,
1272,D.Heller,,,Dunwich Horror,1970,,,*,H,
1273,Coscarelli,,,The Beastmaster,1982,,,0,H,
1274,deAntonio,,,Mr.~Hoover and I,1989,,,0,H,
1275,E.Castellani ,,,Scaramouche,1976,,,0,H,
1276,E.May,,,Ishtar,1987,,,+,RE,
1277,F.Kramer,,,Return of Sabata,1970,,,+,W50,
1278,Back,,,Le Fleuve aux Grandes Eaux,1993,,,1994,AANfor,
1279,Schepisi,,,Zeus and Roxanne,1997,,,***,RE,
1280,Bachmann,,,"Ciao, Federico",1970,,,***,RE,
1281,Karnad,,,Samskara,1970,,,President's Gold Medal,VIP,
1282,Ashby,,,Lookin' to Get Out,1982,,,0,H,
1283,Wexler,,,Medium Cool,1970,,,**,H,
1284,Prince,,,A Little Night Music,1977,,,*,H,
1285,Bridges,,,"Bright Lights, Big City",1989,,,**,H,
1286,Schatzberg,,,The Reunion,1990,,,***,RE,
1287,Connor,,,An Arabian Adventure,1979,,,0,H,
1288,Jeffries,,,Wombling Free,1978,,,**,H,
1289,Kastle,,,The Honeymoon Killers,1970,,,**,H,
1290,Scorsese,,,Gangs of New York,2001 ,,,**,AANdir,
1291,Wadleigh,,,Wolfen,1981,,,0,H,
1292,Schiffer,,,The Black Train,1970,,,0,H,
1293,Sasdy,,,The Lonely Lady,1983,,,v,H,
1294,Campanile,,,When Women Lost Their Tails,1971,,,v,H,
1295,Mazursky,,,Faithful,1996,,,*,H,
1296,Austin,,,Alfred Hitchcock Presents,1985,,,*,H,
1297,Benton,,,Twilight,1998,,,*,AAN,
1298,Fuest,,,Devil's Rain,1975,,,0,H,
1299,Daley,,,Robert Having His Nipple Pierced,1970,,,0,H,
1300,Benegal,,,Mandi,1985,,,0,H,
1301,Angelopoulos,,,Mia eoniotita ke mia mera,1998,,,Golden,Palm,
1302,Segall,,,Drive-In Massacre,1976,,,Golden,Palm,
1303,T.Carter,,,Swing Kids,1993,,,Golden,Palm,
1304,McEveety,,,Blame it on the Bellboy,1993,,,0,H,
1305,W.Craven,,,Scream 3,2000,,,0,H,
1306,Friend,,,Tarzan's Deadly Silence,1970,,,0,H,
1307,UnYear71,,,The Benvenuto Cellini Story,1971,,,0,H,
1308,Pakula,,,The Devil's Own,1997,,,*,H,
1309,Tanner,,,A Flame in My Heart,1987,,,*,H,
1310,Jodorowsky,,,Santa Sangre,1990,,,*,H,
1311,Eastwood,,,`old geezers in Space',2000,,,0,AAdir,
1312,Heston,,,Mother Lode,1982,,,0,H,
1313,Higgins,,,Best Little Whorehouse in Texas,1982,,,0,H,
1314,Wrede,,,Ransom,1984,,,*,H,
1315,Trumbo,,,Johnny Got His Gun,1971,,,*,H,
1316,Katsouridis,,,"What Did You Do in the War, Thanassis?",1971,,,*,H,
1317,Trumbull,,,Brainstorm,1983,,,0,H,
1318,Perier,,,Zeppelin,1971,,,*,H,
1319,Ashton,,,Peter Rabbitt and Tales of Beatrix Potter,1971,,,*,H,
1320,G.Lucas,,,Episode II - Attack of the Clones,2002,,,***,H,
1321,Parks,,,Shaft's Big Score,1972,,,0,H,
1322,Jaglom,,,Deja Vu,1998,,,0,H,
1323,Kumel,,,Daughters of Darkness,1971,,,0,H,
1324,Badham,,,Point of No Return,1993,,,*,H,
1325,Hough,,,Triumphs of a Man Called Horse,1982,,,0,H,
1326,Bigood,,,Pink Narcissus,1971,,,0,H,
1327,Reitman,,,"Six Days, Seven Nights",1998,,,#47,Fun,
1328,Abel,,,Is There Sex After Death?,1971,,,#47,Fun,
1329,Annaud,,,Seven Years in Tibet,1997,,,0,H,
1330,Larraz,,,"Vampyres, Daughters of Dracula",1975,,,0,H,
1331,Viola,,,Angels Hard as They Come,1971,,,0,H,
1332,Kaminsky,,,Dr.~Jekyll and the Wolfman,1971,,,0,H,
1333,Turman,,,Second Thoughts,1982,,,0,H,
1334,Leigh,,,Topsy-Turvy,1999,,,0,H,
1335,Tuchner,,,The Misadventures of Mr.~Wilt,1990,,,0,H,
1336,M.Laughlin,,,Strange Invaders,1984,,,*,H,
1337,Chomsky,,,Tank,1984,,,0,H,
1338,Duffell,,,Experience Preferred...But Not Essential,1971,,,0,H,
1339,Magwood,,,Chandler,1971,,,0,H,
1340,Weir,,,The Truman Show,1998,,,***,AANdir,
1341,Bakshi,,,Beavis and Butthead do America,1996,,,**,H,
1342,Bean,,,Made for Each Other,1971,,,*,H,
1343,Kapoor,,,Bobby,1973,,,*,H,
1344,Sarafian,,,Sunburn,1979,,,0,H,
1345,Slatzer,,,Big Foot,1971,,,0,H,
1346,vonPraunheim,,,City of Lost Souls,1983,,,0,H,
1347,Poitier,,,Hanky Panky,1982,,,0,H,
1348,Frears,,,Dirty Pretty Things,2000,,,0,AANdir,
1349,Terayama,,,Den-En Ni Shisu,1974,,,0,AANdir,
1350,Banno,,,Godzilla vs. the Smog Monster,1971,,,0,AANdir,
1351,B.Pollack,,,Cool Breeze,1972,,,0,H,
1352,B.Clark,,,A Christmas Story,1983,,,*,H,
1353,Gordon,,,The Mad Bomber,1972,,,*,H,
1354,C.Nichols,,,Charlotte's Web,1972,,,*,H,
1355,Hemmings,,,Just A Gigolo,1978,,,0,H,
1356,Wood,,,"Some Will, Some Won't",1972,,,0,H,
1357,E.Martin,,,Horror Express,1973,,,0,H,
1358,E.Lehman,,,Portnoy's Complaint,1972,,,0,H,
1359,Eu.Marin,,,Pancho Villa,1972,,,0,H,
1360,F.Levinson,,,Mail,1972,,,0,H,
1361,G.C.Scott,,,Rage,1972,,,0,H,
1362,Bloomfield,,,Nothing Personal,1980,,,0,H,
1363,G.Davidson,,,Trial of the Catonsville 9,1972,,,0,H,
1364,Damiano,,,Deep Throat,1972,,,0,H,
1365,H.Smith,,,Marjoe,1972,,,0,H,
1366,H.Morse,,,Daughters of Satan,1972,,,0,H,
1367,Jameson,,,Raise the Titanic!,1980,,,0,H,
1368,Lacerte,,,Love Me Deadly,1972,,,0,H,
1369,L.Cohen,,,Cellular,2004,,,**+,RE,
1370,M.Welles,,,Daughter of Frankenstein,1972,,,**+,RE,
1371,Katselas,,,Strangers: The Story of a Mother and Daughter,1979,,,**+,RE,
1372,M.Hellman,,,Cockfighter,1974,,,**+,RE,
1373,Bartel,,,Shelf Life,1993,,,0,H,
1374,Crane,,,The Assassin,1973,,,0,H,
1375,Medak,,,Romeo is Bleeding,1993,,,0,H,
1376,Voulgaris,,,The Engagement of Anna,1972,,,0,H,
1377,Colla,,,Battlestar Galactica,1978,,,**,CG,
1378,Rbt.Young,,,Fierce Creatures,1997,,,**,CG,
1379,R.Williams,,,A Christmas Carol,1972,,,**,CG,
1380,St.Millar,,,Rooster Cogburn,1975,,,**,CG,
1381,T.Mankiewicz,,,Dragnet,1987,,,**,CG,
1382,Crain,,,Blacula,1972,,,0,H,
1383,Sterling,,,Alice's Adventures in Wonderland,1972,,,*,H,
1384,Guy,,,NKT,1906,,,*,H,
